

** FIXED POINT METHOD IMPLEMENTATION **
--------------------------------------------------
Iteration-1 | xr = 1.000000 | f(xr) = 632.000000  | error 0.000000%
Iteration-357 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-358 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-359 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-360 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-361 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-362 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-363 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-364 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-365 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-366 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-367 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-368 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-369 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-370 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-371 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-372 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-373 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-374 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-375 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-376 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-377 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-378 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-379 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-380 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-381 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-382 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-383 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-384 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-385 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-386 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-387 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-388 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-389 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-390 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-391 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-392 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-393 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-394 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-395 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-396 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-397 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-398 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-399 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-400 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-401 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-402 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-403 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-404 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-405 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-406 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-407 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-408 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-409 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-410 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-411 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-412 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-413 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-414 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-415 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-416 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-417 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-418 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-419 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-420 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-421 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-422 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-423 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-424 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-425 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-426 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-427 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-428 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-429 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-430 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-431 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-432 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-433 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-434 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-435 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-436 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-437 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-438 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-439 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-440 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-441 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-442 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-443 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-444 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-445 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-446 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-447 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-448 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-449 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-450 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-451 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-452 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-453 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-454 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-455 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-456 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-457 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-458 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-459 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-460 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-461 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-462 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-463 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-464 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-465 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-466 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-467 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-468 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-469 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-470 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-471 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-472 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-473 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-474 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-475 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-476 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-477 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-478 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-479 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-480 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-481 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-482 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-483 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-484 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-485 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-486 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-487 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-488 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-489 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-490 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-491 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-492 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-493 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-494 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-495 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-496 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-497 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-498 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-499 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-500 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-501 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-502 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-503 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-504 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-505 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-506 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-507 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-508 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-509 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-510 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-511 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-512 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-513 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-514 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-515 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-516 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-517 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-518 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-519 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-520 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-521 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-522 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-523 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-524 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-525 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-526 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-527 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-528 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-529 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-530 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-531 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-532 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-533 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-534 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-535 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-536 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-537 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-538 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-539 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-540 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-541 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-542 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-543 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-544 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-545 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-546 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-547 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-548 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-549 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-550 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-551 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-552 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-553 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-554 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-555 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-556 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-557 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-558 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-559 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-560 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-561 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-562 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-563 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-564 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-565 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-566 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-567 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-568 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-569 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-570 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-571 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-572 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-573 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-574 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-575 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-576 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-577 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-578 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-579 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-580 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-581 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-582 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-583 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-584 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-585 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-586 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-587 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-588 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-589 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-590 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-591 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-592 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-593 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-594 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-595 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-596 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-597 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-598 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-599 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-600 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-601 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-602 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-603 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-604 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-605 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-606 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-607 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-608 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-609 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-610 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-611 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-612 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-613 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-614 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-615 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-616 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-617 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-618 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-619 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-620 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-621 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-622 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-623 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-624 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-625 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-626 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-627 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-628 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-629 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-630 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-631 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-632 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-633 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-634 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-635 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-636 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-637 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-638 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-639 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-640 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-641 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-642 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-643 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-644 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-645 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-646 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-647 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-648 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-649 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-650 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-651 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-652 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-653 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-654 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-655 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-656 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-657 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-658 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-659 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-660 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-661 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-662 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-663 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-664 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
